Time,Node,S,E,I,R
90,13,6992.0,0.0,0.0,123615.71
91,0,537.0,0.0,27.0,26443.008
91,1,797.0,0.0,0.0,32406.498
91,2,977.0,0.0,0.0,34091.07
91,3,3106.0,0.0,0.0,54422.94
91,4,4271.0,0.0,0.0,77635.57
91,5,3372.0,0.0,0.0,50587.266
91,6,8299.0,0.0,0.0,141137.06
91,7,7259.0,0.0,0.0,121403.164
91,8,5805.0,0.0,0.0,89581.86
91,9,8143.0,0.0,0.0,127169.36
91,10,3099.0,0.0,0.0,56235.797
91,11,5591.0,0.0,0.0,97890.055
91,12,6261.0,0.0,0.0,111329.69
91,13,7045.0,0.0,0.0,123611.35
92,0,537.0,0.0,26.0,26441.82
92,1,797.0,0.0,0.0,32403.8
92,2,977.0,0.0,0.0,34088.36
92,3,3106.0,0.0,0.0,54419.637
92,4,4271.0,0.0,0.0,77630.875
92,5,3372.0,0.0,0.0,50584.17
92,6,8299.0,0.0,0.0,141131.28
92,7,7259.0,0.0,0.0,121398.9
92,8,5805.0,0.0,0.0,89578.67
92,9,8143.0,0.0,0.0,127164.84
92,10,3099.0,0.0,0.0,56233.805
92,11,5591.0,0.0,0.0,97886.59
92,12,6261.0,0.0,0.0,111325.75
92,13,7045.0,0.0,0.0,123606.99
93,0,537.0,0.0,25.0,26440.63
93,1,797.0,0.0,0.0,32401.104
93,2,977.0,0.0,0.0,34085.65
93,3,3106.0,0.0,0.0,54416.332
93,4,4271.0,0.0,0.0,77626.17
93,5,3372.0,0.0,0.0,50581.08
93,6,8299.0,0.0,0.0,141125.52
93,7,7259.0,0.0,0.0,121394.63
93,8,5805.0,0.0,0.0,89575.49
93,9,8143.0,0.0,0.0,127160.33
93,10,3099.0,0.0,0.0,56231.812
93,11,5591.0,0.0,0.0,97883.14
93,12,6261.0,0.0,0.0,111321.82
93,13,7045.0,0.0,0.0,123602.625
94,0,535.0,2.0,24.0,26439.443
94,1,797.0,0.0,0.0,32398.408
94,2,977.0,0.0,0.0,34082.934
94,3,3106.0,0.0,0.0,54413.027
94,4,4271.0,0.0,0.0,77621.484
94,5,3372.0,0.0,0.0,50577.984
94,6,8299.0,0.0,0.0,141119.73
94,7,7259.0,0.0,0.0,121390.37
94,8,5805.0,0.0,0.0,89572.305
94,9,8143.0,0.0,0.0,127155.81
94,10,3099.0,0.0,0.0,56229.82
94,11,5591.0,0.0,0.0,97879.69
94,12,6261.0,0.0,0.0,111317.89
94,13,7045.0,0.0,0.0,123598.266
95,0,534.0,3.0,23.0,26438.256
95,1,797.0,0.0,0.0,32395.71
95,2,977.0,0.0,0.0,34080.223
95,3,3106.0,0.0,0.0,54409.723
95,4,4271.0,0.0,0.0,77616.78
95,5,3372.0,0.0,0.0,50574.89
95,6,8299.0,0.0,0.0,141113.97
95,7,7259.0,0.0,0.0,121386.1
95,8,5805.0,0.0,0.0,89569.125
95,9,8143.0,0.0,0.0,127151.305
95,10,3099.0,0.0,0.0,56227.83
95,11,5591.0,0.0,0.0,97876.23
95,12,6261.0,0.0,0.0,111313.96
95,13,7045.0,0.0,0.0,123593.91
96,0,533.0,4.0,23.0,26436.07
96,1,797.0,0.0,0.0,32393.016
96,2,977.0,0.0,0.0,34077.51
96,3,3106.0,0.0,0.0,54406.42
96,4,4271.0,0.0,0.0,77612.086
96,5,3372.0,0.0,0.0,50571.8
96,6,8299.0,0.0,0.0,141108.19
96,7,7259.0,0.0,0.0,121381.84
96,8,5805.0,0.0,0.0,89565.94
96,9,8143.0,0.0,0.0,127146.79
96,10,3099.0,0.0,0.0,56225.832
96,11,5591.0,0.0,0.0,97872.77
96,12,6261.0,0.0,0.0,111310.03
96,13,7045.0,0.0,0.0,123589.55
97,0,533.0,2.0,22.0,26436.883
97,1,797.0,0.0,0.0,32390.32
97,2,977.0,0.0,0.0,34074.797
97,3,3106.0,0.0,0.0,54403.117
97,4,4271.0,0.0,0.0,77607.39
97,5,3372.0,0.0,0.0,50568.707
97,6,8299.0,0.0,0.0,141102.4
97,7,7259.0,0.0,0.0,121377.58
97,8,5805.0,0.0,0.0,89562.75
97,9,8143.0,0.0,0.0,127142.28
97,10,3099.0,0.0,0.0,56223.84
97,11,5591.0,0.0,0.0,97869.32
97,12,6261.0,0.0,0.0,111306.1
97,13,7045.0,0.0,0.0,123585.19
98,0,534.0,1.0,19.0,26438.695
98,1,798.0,0.0,0.0,32387.625
98,2,935.0,0.0,0.0,33703.086
98,3,3119.0,0.0,0.0,54399.812
98,4,4289.0,0.0,0.0,77602.695
98,5,3384.0,0.0,0.0,50565.617
98,6,8353.0,0.0,0.0,141095.64
98,7,7311.0,0.0,0.0,121372.31
98,8,5843.0,0.0,0.0,89555.57
98,9,8198.0,0.0,0.0,127135.766
98,10,3123.0,0.0,0.0,56220.848
98,11,5633.0,0.0,0.0,97864.86
98,12,6309.0,0.0,0.0,111301.17
98,13,7098.0,0.0,0.0,123580.83
99,0,534.0,1.0,19.0,26436.508
99,1,798.0,0.0,0.0,32384.93
99,2,935.0,0.0,0.0,33700.38
99,3,3119.0,0.0,0.0,54396.51
99,4,4289.0,0.0,0.0,77598.0
99,5,3384.0,0.0,0.0,50562.523
99,6,8353.0,0.0,0.0,141089.88
99,7,7311.0,0.0,0.0,121368.055
99,8,5843.0,0.0,0.0,89552.39
99,9,8198.0,0.0,0.0,127131.25
99,10,3123.0,0.0,0.0,56218.855
99,11,5633.0,0.0,0.0,97861.41
99,12,6309.0,0.0,0.0,111297.24
99,13,7098.0,0.0,0.0,123576.47
100,0,534.0,1.0,18.0,26435.322
100,1,798.0,0.0,0.0,32382.234
100,2,935.0,0.0,0.0,33697.668
100,3,3119.0,0.0,0.0,54393.21
100,4,4289.0,0.0,0.0,77593.305
100,5,3384.0,0.0,0.0,50559.438
100,6,8353.0,0.0,0.0,141084.1
100,7,7311.0,0.0,0.0,121363.79
100,8,5843.0,0.0,0.0,89549.2
100,9,8198.0,0.0,0.0,127126.74
100,10,3123.0,0.0,0.0,56216.867
100,11,5633.0,0.0,0.0,97857.95
100,12,6309.0,0.0,0.0,111293.32
100,13,7098.0,0.0,0.0,123572.11
101,0,534.0,0.0,19.0,26433.137
101,1,798.0,0.0,0.0,32379.543
101,2,935.0,0.0,0.0,33694.957
101,3,3119.0,0.0,0.0,54389.906
101,4,4289.0,0.0,0.0,77588.61
101,5,3384.0,0.0,0.0,50556.344
101,6,8353.0,0.0,0.0,141078.33
101,7,7311.0,0.0,0.0,121359.53
101,8,5843.0,0.0,0.0,89546.02
101,9,8198.0,0.0,0.0,127122.234
101,10,3123.0,0.0,0.0,56214.875
101,11,5633.0,0.0,0.0,97854.5
101,12,6309.0,0.0,0.0,111289.39
101,13,7098.0,0.0,0.0,123567.76
102,0,368.0,1.0,18.0,26596.95
102,1,487.0,0.0,0.0,32687.846
102,2,579.0,0.0,0.0,34048.246
102,3,2669.0,0.0,0.0,54836.605
102,4,3658.0,0.0,0.0,78214.914
102,5,2962.0,0.0,0.0,50975.254
102,6,7258.0,0.0,0.0,142167.56
102,7,6430.0,0.0,0.0,122236.266
102,8,5134.0,0.0,0.0,90251.84
102,9,7262.0,0.0,0.0,128053.72
102,10,2701.0,0.0,0.0,56634.883
102,11,4932.0,0.0,0.0,98552.05
102,12,5462.0,0.0,0.0,112132.46
102,13,6180.0,0.0,0.0,124481.4
103,0,368.0,1.0,18.0,26594.766
103,1,487.0,0.0,0.0,32685.152
103,2,579.0,0.0,0.0,34045.535
103,3,2669.0,0.0,0.0,54833.305
103,4,3658.0,0.0,0.0,78210.22
103,5,2962.0,0.0,0.0,50972.164
103,6,7258.0,0.0,0.0,142161.78
103,7,6430.0,0.0,0.0,122232.01
103,8,5134.0,0.0,0.0,90248.66
103,9,7262.0,0.0,0.0,128049.21
103,10,2701.0,0.0,0.0,56632.89
103,11,4932.0,0.0,0.0,98548.59
103,12,5462.0,0.0,0.0,112128.53
103,13,6180.0,0.0,0.0,124477.04
104,0,368.0,1.0,16.0,26594.578
104,1,487.0,0.0,0.0,32682.459
104,2,579.0,0.0,0.0,34042.83
104,3,2669.0,0.0,0.0,54830.004
104,4,3658.0,0.0,0.0,78205.53
104,5,2962.0,0.0,0.0,50969.074
104,6,7258.0,0.0,0.0,142156.02
104,7,6430.0,0.0,0.0,122227.75
104,8,5134.0,0.0,0.0,90245.48
104,9,7262.0,0.0,0.0,128044.7
104,10,2701.0,0.0,0.0,56630.9
104,11,4932.0,0.0,0.0,98545.14
104,12,5462.0,0.0,0.0,112124.61
104,13,6180.0,0.0,0.0,124472.69
105,0,369.0,1.0,16.0,26592.393
105,1,488.0,0.0,0.0,32679.766
105,2,532.0,0.0,0.0,33675.117
105,3,2682.0,0.0,0.0,54826.703
105,4,3676.0,0.0,0.0,78199.836
105,5,2974.0,0.0,0.0,50965.984
105,6,7313.0,0.0,0.0,142149.25
105,7,6482.0,0.0,0.0,122222.484
105,8,5172.0,0.0,0.0,90239.3
105,9,7317.0,0.0,0.0,128038.195
105,10,2725.0,0.0,0.0,56627.91
105,11,4974.0,0.0,0.0,98541.69
105,12,5510.0,0.0,0.0,112120.68
105,13,6233.0,0.0,0.0,124465.33
106,0,369.0,0.0,14.0,26593.207
106,1,488.0,0.0,0.0,32677.07
106,2,532.0,0.0,0.0,33672.41
106,3,2682.0,0.0,0.0,54823.402
106,4,3676.0,0.0,0.0,78195.14
106,5,2974.0,0.0,0.0,50962.895
106,6,7313.0,0.0,0.0,142143.48
106,7,6482.0,0.0,0.0,122218.23
106,8,5172.0,0.0,0.0,90236.12
106,9,7317.0,0.0,0.0,128033.69
106,10,2725.0,0.0,0.0,56625.918
106,11,4974.0,0.0,0.0,98538.234
106,12,5510.0,0.0,0.0,112116.76
106,13,6233.0,0.0,0.0,124460.97
107,0,369.0,0.0,13.0,26592.023
107,1,488.0,0.0,0.0,32674.379
107,2,532.0,0.0,0.0,33669.7
107,3,2682.0,0.0,0.0,54820.1
107,4,3676.0,0.0,0.0,78190.45
107,5,2974.0,0.0,0.0,50959.805
107,6,7313.0,0.0,0.0,142137.72
107,7,6482.0,0.0,0.0,122213.97
107,8,5172.0,0.0,0.0,90232.94
107,9,7317.0,0.0,0.0,128029.18
107,10,2725.0,0.0,0.0,56623.926
107,11,4974.0,0.0,0.0,98534.78
107,12,5510.0,0.0,0.0,112112.83
107,13,6233.0,0.0,0.0,124456.62
108,0,369.0,0.0,13.0,26589.84
108,1,488.0,0.0,0.0,32671.688
108,2,532.0,0.0,0.0,33666.992
108,3,2682.0,0.0,0.0,54816.805
108,4,3676.0,0.0,0.0,78185.76
108,5,2974.0,0.0,0.0,50956.72
108,6,7313.0,0.0,0.0,142131.94
108,7,6482.0,0.0,0.0,122209.71
108,8,5172.0,0.0,0.0,90229.75
108,9,7317.0,0.0,0.0,128024.67
108,10,2725.0,0.0,0.0,56621.938
108,11,4974.0,0.0,0.0,98531.336
108,12,5510.0,0.0,0.0,112108.91
108,13,6233.0,0.0,0.0,124452.266
109,0,369.0,0.0,11.0,26589.652
109,1,488.0,0.0,0.0,32668.992
109,2,532.0,0.0,0.0,33664.285
109,3,2682.0,0.0,0.0,54813.504
109,4,3676.0,0.0,0.0,78181.07
109,5,2974.0,0.0,0.0,50953.63
109,6,7313.0,0.0,0.0,142126.19
109,7,6482.0,0.0,0.0,122205.45
109,8,5172.0,0.0,0.0,90226.57
109,9,7317.0,0.0,0.0,128020.164
109,10,2725.0,0.0,0.0,56619.945
109,11,4974.0,0.0,0.0,98527.88
109,12,5510.0,0.0,0.0,112104.984
109,13,6233.0,0.0,0.0,124447.91
110,0,369.0,0.0,11.0,26587.469
110,1,488.0,0.0,0.0,32666.3
110,2,532.0,0.0,0.0,33661.58
110,3,2682.0,0.0,0.0,54810.207
110,4,3676.0,0.0,0.0,78176.38
110,5,2974.0,0.0,0.0,50950.54
110,6,7313.0,0.0,0.0,142120.4
110,7,6482.0,0.0,0.0,122201.19
110,8,5172.0,0.0,0.0,90223.39
110,9,7317.0,0.0,0.0,128015.66
110,10,2725.0,0.0,0.0,56617.957
110,11,4974.0,0.0,0.0,98524.44
110,12,5510.0,0.0,0.0,112101.055
110,13,6233.0,0.0,0.0,124443.555
111,0,369.0,0.0,11.0,26585.285
111,1,488.0,0.0,0.0,32663.607
111,2,532.0,0.0,0.0,33658.867
111,3,2682.0,0.0,0.0,54806.906
111,4,3676.0,0.0,0.0,78171.69
111,5,2974.0,0.0,0.0,50947.453
111,6,7313.0,0.0,0.0,142114.66
111,7,6482.0,0.0,0.0,122196.94
111,8,5172.0,0.0,0.0,90220.22
111,9,7317.0,0.0,0.0,128011.15
111,10,2725.0,0.0,0.0,56615.97
111,11,4974.0,0.0,0.0,98520.984
111,12,5510.0,0.0,0.0,112097.13
111,13,6233.0,0.0,0.0,124439.2
112,0,370.0,0.0,10.0,26584.102
112,1,489.0,0.0,0.0,32660.916
112,2,483.0,0.0,0.0,33293.16
112,3,2695.0,0.0,0.0,54803.61
112,4,3694.0,0.0,0.0,78167.0
112,5,2986.0,0.0,0.0,50943.367
112,6,7368.0,0.0,0.0,142106.88
112,7,6535.0,0.0,0.0,122192.68
112,8,5210.0,0.0,0.0,90216.03
112,9,7372.0,0.0,0.0,128005.64
112,10,2749.0,0.0,0.0,56613.977
112,11,5016.0,0.0,0.0,98513.53
112,12,5558.0,0.0,0.0,112091.21
112,13,6286.0,0.0,0.0,124433.84
113,0,370.0,0.0,7.0,26584.918
113,1,489.0,0.0,0.0,32658.225
113,2,483.0,0.0,0.0,33290.453
113,3,2695.0,0.0,0.0,54800.31
113,4,3694.0,0.0,0.0,78162.31
113,5,2986.0,0.0,0.0,50940.277
113,6,7368.0,0.0,0.0,142101.12
113,7,6535.0,0.0,0.0,122188.42
113,8,5210.0,0.0,0.0,90212.86
113,9,7372.0,0.0,0.0,128001.14
113,10,2749.0,0.0,0.0,56611.99
113,11,5016.0,0.0,0.0,98510.08
113,12,5558.0,0.0,0.0,112087.28
113,13,6286.0,0.0,0.0,124429.49
114,0,370.0,0.0,7.0,26582.734
114,1,489.0,0.0,0.0,32655.533
114,2,483.0,0.0,0.0,33287.746
114,3,2695.0,0.0,0.0,54797.01
114,4,3694.0,0.0,0.0,78157.625
114,5,2986.0,0.0,0.0,50937.19
114,6,7368.0,0.0,0.0,142095.36
114,7,6535.0,0.0,0.0,122184.164
114,8,5210.0,0.0,0.0,90209.68
114,9,7372.0,0.0,0.0,127996.63
114,10,2749.0,0.0,0.0,56610.0
114,11,5016.0,0.0,0.0,98506.63
114,12,5558.0,0.0,0.0,112083.36
114,13,6286.0,0.0,0.0,124425.14
115,0,370.0,0.0,6.0,26581.55
115,1,489.0,0.0,0.0,32652.842
115,2,483.0,0.0,0.0,33285.04
115,3,2695.0,0.0,0.0,54793.715
115,4,3694.0,0.0,0.0,78152.94
115,5,2986.0,0.0,0.0,50934.105
115,6,7368.0,0.0,0.0,142089.6
115,7,6535.0,0.0,0.0,122179.91
115,8,5210.0,0.0,0.0,90206.5
115,9,7372.0,0.0,0.0,127992.125
115,10,2749.0,0.0,0.0,56608.008
115,11,5016.0,0.0,0.0,98503.19
115,12,5558.0,0.0,0.0,112079.44
115,13,6286.0,0.0,0.0,124420.79
116,0,370.0,0.0,6.0,26579.367
116,1,489.0,0.0,0.0,32650.152
116,2,483.0,0.0,0.0,33282.332
116,3,2695.0,0.0,0.0,54790.418
116,4,3694.0,0.0,0.0,78148.25
116,5,2986.0,0.0,0.0,50931.02
116,6,7368.0,0.0,0.0,142083.83
116,7,6535.0,0.0,0.0,122175.66
116,8,5210.0,0.0,0.0,90203.32
116,9,7372.0,0.0,0.0,127987.625
116,10,2749.0,0.0,0.0,56606.02
116,11,5016.0,0.0,0.0,98499.734
116,12,5558.0,0.0,0.0,112075.516
116,13,6286.0,0.0,0.0,124416.44
117,0,370.0,0.0,5.0,26578.186
117,1,489.0,0.0,0.0,32647.46
117,2,483.0,0.0,0.0,33279.625
117,3,2695.0,0.0,0.0,54787.12
117,4,3694.0,0.0,0.0,78143.56
117,5,2986.0,0.0,0.0,50927.934
117,6,7368.0,0.0,0.0,142078.06
117,7,6535.0,0.0,0.0,122171.4
117,8,5210.0,0.0,0.0,90200.14
117,9,7372.0,0.0,0.0,127983.12
117,10,2749.0,0.0,0.0,56604.03
117,11,5016.0,0.0,0.0,98496.29
117,12,5558.0,0.0,0.0,112071.59
117,13,6286.0,0.0,0.0,124412.086
118,0,370.0,0.0,5.0,26576.004
118,1,489.0,0.0,0.0,32644.773
118,2,483.0,0.0,0.0,33276.92
118,3,2695.0,0.0,0.0,54783.824
118,4,3694.0,0.0,0.0,78138.875
118,5,2986.0,0.0,0.0,50924.848
118,6,7368.0,0.0,0.0,142072.31
118,7,6535.0,0.0,0.0,122167.14
118,8,5210.0,0.0,0.0,90196.97
118,9,7372.0,0.0,0.0,127978.62
118,10,2749.0,0.0,0.0,56602.047
118,11,5016.0,0.0,0.0,98492.84
118,12,5558.0,0.0,0.0,112067.67
118,13,6286.0,0.0,0.0,124407.734
119,0,371.0,0.0,5.0,26573.82
119,1,490.0,0.0,0.0,32642.082
119,2,450.0,0.0,0.0,33011.215
119,3,2693.0,0.0,0.0,54679.527
119,4,3712.0,0.0,0.0,78134.19
119,5,2998.0,0.0,0.0,50921.76
119,6,7422.0,0.0,0.0,142066.55
119,7,6587.0,0.0,0.0,122161.89
119,8,5249.0,0.0,0.0,90193.79
119,9,7427.0,0.0,0.0,127974.11
119,10,2773.0,0.0,0.0,56600.055
119,11,5058.0,0.0,0.0,98489.39
119,12,5606.0,0.0,0.0,112063.75
119,13,6339.0,0.0,0.0,124401.39
120,0,371.0,0.0,4.0,26572.639
120,1,490.0,0.0,0.0,32639.39
120,2,450.0,0.0,0.0,33008.508
120,3,2693.0,0.0,0.0,54676.23
120,4,3712.0,0.0,0.0,78129.5
120,5,2998.0,0.0,0.0,50918.68
120,6,7422.0,0.0,0.0,142060.78
120,7,6587.0,0.0,0.0,122157.63
120,8,5249.0,0.0,0.0,90190.61
120,9,7427.0,0.0,0.0,127969.61
120,10,2773.0,0.0,0.0,56598.07
120,11,5058.0,0.0,0.0,98485.945
120,12,5606.0,0.0,0.0,112059.83
120,13,6339.0,0.0,0.0,124397.04
121,0,371.0,0.0,4.0,26570.457
121,1,490.0,0.0,0.0,32636.703
121,2,450.0,0.0,0.0,33005.805
121,3,2693.0,0.0,0.0,54672.938
121,4,3712.0,0.0,0.0,78124.82
121,5,2998.0,0.0,0.0,50915.594
121,6,7422.0,0.0,0.0,142055.03
121,7,6587.0,0.0,0.0,122153.38
121,8,5249.0,0.0,0.0,90187.44
121,9,7427.0,0.0,0.0,127965.11
121,10,2773.0,0.0,0.0,56596.08
121,11,5058.0,0.0,0.0,98482.5
121,12,5606.0,0.0,0.0,112055.914
121,13,6339.0,0.0,0.0,124392.69
122,0,371.0,0.0,4.0,26568.273
122,1,490.0,0.0,0.0,32634.012
122,2,450.0,0.0,0.0,33003.098
122,3,2693.0,0.0,0.0,54669.64
122,4,3712.0,0.0,0.0,78120.13
122,5,2998.0,0.0,0.0,50912.508
122,6,7422.0,0.0,0.0,142049.27
122,7,6587.0,0.0,0.0,122149.125
122,8,5249.0,0.0,0.0,90184.26
122,9,7427.0,0.0,0.0,127960.61
122,10,2773.0,0.0,0.0,56594.094
122,11,5058.0,0.0,0.0,98479.05
122,12,5606.0,0.0,0.0,112051.99
122,13,6339.0,0.0,0.0,124388.336
123,0,371.0,0.0,4.0,26566.094
123,1,490.0,0.0,0.0,32631.324
123,2,450.0,0.0,0.0,33000.395
123,3,2693.0,0.0,0.0,54666.344
123,4,3712.0,0.0,0.0,78115.445
123,5,2998.0,0.0,0.0,50909.426
123,6,7422.0,0.0,0.0,142043.5
123,7,6587.0,0.0,0.0,122144.875
123,8,5249.0,0.0,0.0,90181.086
123,9,7427.0,0.0,0.0,127956.11
123,10,2773.0,0.0,0.0,56592.105
123,11,5058.0,0.0,0.0,98475.61
123,12,5606.0,0.0,0.0,112048.07
123,13,6339.0,0.0,0.0,124383.99
124,0,371.0,0.0,4.0,26563.91
124,1,490.0,0.0,0.0,32628.635
124,2,450.0,0.0,0.0,32997.69
124,3,2693.0,0.0,0.0,54663.055
124,4,3712.0,0.0,0.0,78110.766
124,5,2998.0,0.0,0.0,50906.34
124,6,7422.0,0.0,0.0,142037.75
124,7,6587.0,0.0,0.0,122140.625
124,8,5249.0,0.0,0.0,90177.91
124,9,7427.0,0.0,0.0,127951.6
124,10,2773.0,0.0,0.0,56590.117
124,11,5058.0,0.0,0.0,98472.16
124,12,5606.0,0.0,0.0,112044.16
124,13,6339.0,0.0,0.0,124379.64
125,0,371.0,0.0,4.0,26561.73
125,1,490.0,0.0,0.0,32625.947
125,2,450.0,0.0,0.0,32994.99
125,3,2693.0,0.0,0.0,54659.758
125,4,3712.0,0.0,0.0,78106.08
125,5,2998.0,0.0,0.0,50903.258
125,6,7422.0,0.0,0.0,142031.98
125,7,6587.0,0.0,0.0,122136.375
125,8,5249.0,0.0,0.0,90174.734
125,9,7427.0,0.0,0.0,127947.1
125,10,2773.0,0.0,0.0,56588.133
125,11,5058.0,0.0,0.0,98468.71
125,12,5606.0,0.0,0.0,112040.234
125,13,6339.0,0.0,0.0,124375.3
126,0,372.0,0.0,4.0,26559.55
126,1,491.0,0.0,0.0,32623.258
126,2,451.0,0.0,0.0,32992.28
126,3,2651.0,0.0,0.0,54296.46
126,4,3730.0,0.0,0.0,78101.4
126,5,3010.0,0.0,0.0,50900.17
126,6,7477.0,0.0,0.0,142026.23
126,7,6640.0,0.0,0.0,122131.12
126,8,5288.0,0.0,0.0,90170.56
126,9,7482.0,0.0,0.0,127941.6
126,10,2797.0,0.0,0.0,56584.145
126,11,5100.0,0.0,0.0,98461.266
126,12,5654.0,0.0,0.0,112036.31
126,13,6392.0,0.0,0.0,124367.945
127,0,372.0,0.0,3.0,26558.37
127,1,491.0,0.0,0.0,32620.57
127,2,451.0,0.0,0.0,32989.58
127,3,2651.0,0.0,0.0,54293.168
127,4,3730.0,0.0,0.0,78096.71
127,5,3010.0,0.0,0.0,50897.09
127,6,7477.0,0.0,0.0,142020.47
127,7,6640.0,0.0,0.0,122126.87
127,8,5288.0,0.0,0.0,90167.38
127,9,7482.0,0.0,0.0,127937.11
127,10,2797.0,0.0,0.0,56582.156
127,11,5100.0,0.0,0.0,98457.82
127,12,5654.0,0.0,0.0,112032.4
127,13,6392.0,0.0,0.0,124363.6
128,0,372.0,0.0,1.0,26558.188
128,1,491.0,0.0,0.0,32617.883
128,2,451.0,0.0,0.0,32986.875
128,3,2651.0,0.0,0.0,54289.875
128,4,3730.0,0.0,0.0,78092.03
128,5,3010.0,0.0,0.0,50894.008
128,6,7477.0,0.0,0.0,142014.72
128,7,6640.0,0.0,0.0,122122.62
128,8,5288.0,0.0,0.0,90164.21
128,9,7482.0,0.0,0.0,127932.61
128,10,2797.0,0.0,0.0,56580.17
128,11,5100.0,0.0,0.0,98454.375
128,12,5654.0,0.0,0.0,112028.484
128,13,6392.0,0.0,0.0,124359.25
129,0,372.0,0.0,1.0,26556.008
129,1,491.0,0.0,0.0,32615.195
129,2,451.0,0.0,0.0,32984.17
129,3,2651.0,0.0,0.0,54286.586
129,4,3730.0,0.0,0.0,78087.35
129,5,3010.0,0.0,0.0,50890.926
129,6,7477.0,0.0,0.0,142008.97
129,7,6640.0,0.0,0.0,122118.37
129,8,5288.0,0.0,0.0,90161.03
129,9,7482.0,0.0,0.0,127928.11
129,10,2797.0,0.0,0.0,56578.184
129,11,5100.0,0.0,0.0,98450.94
129,12,5654.0,0.0,0.0,112024.56
129,13,6392.0,0.0,0.0,124354.91
130,0,372.0,0.0,1.0,26553.828
130,1,491.0,0.0,0.0,32612.508
130,2,451.0,0.0,0.0,32981.47
130,3,2651.0,0.0,0.0,54283.29
130,4,3730.0,0.0,0.0,78082.67
130,5,3010.0,0.0,0.0,50887.844
130,6,7477.0,0.0,0.0,142003.22
130,7,6640.0,0.0,0.0,122114.12
130,8,5288.0,0.0,0.0,90157.86
130,9,7482.0,0.0,0.0,127923.61
130,10,2797.0,0.0,0.0,56576.2
130,11,5100.0,0.0,0.0,98447.484
130,12,5654.0,0.0,0.0,112020.64
130,13,6392.0,0.0,0.0,124350.56
131,0,372.0,0.0,1.0,26551.648
131,1,491.0,0.0,0.0,32609.82
131,2,451.0,0.0,0.0,32978.766
131,3,2651.0,0.0,0.0,54280.0
131,4,3730.0,0.0,0.0,78077.984
131,5,3010.0,0.0,0.0,50884.76
131,6,7477.0,0.0,0.0,141997.45
131,7,6640.0,0.0,0.0,122109.87
131,8,5288.0,0.0,0.0,90154.69
131,9,7482.0,0.0,0.0,127919.11
131,10,2797.0,0.0,0.0,56574.21
131,11,5100.0,0.0,0.0,98444.05
131,12,5654.0,0.0,0.0,112016.73
131,13,6392.0,0.0,0.0,124346.22
132,0,372.0,0.0,1.0,26549.469
132,1,491.0,0.0,0.0,32607.137
132,2,451.0,0.0,0.0,32976.062
132,3,2651.0,0.0,0.0,54276.707
132,4,3730.0,0.0,0.0,78073.305
132,5,3010.0,0.0,0.0,50881.68
132,6,7477.0,0.0,0.0,141991.7
132,7,6640.0,0.0,0.0,122105.62
132,8,5288.0,0.0,0.0,90151.516
132,9,7482.0,0.0,0.0,127914.61
132,10,2797.0,0.0,0.0,56572.227
132,11,5100.0,0.0,0.0,98440.6
132,12,5654.0,0.0,0.0,112012.81
132,13,6392.0,0.0,0.0,124341.875
133,0,373.0,0.0,1.0,26547.29
133,1,492.0,0.0,0.0,32604.45
133,2,452.0,0.0,0.0,32973.363
133,3,2619.0,0.0,0.0,53904.414
133,4,3748.0,0.0,0.0,78067.625
133,5,3022.0,0.0,0.0,50878.598
133,6,7532.0,0.0,0.0,141983.94
133,7,6692.0,0.0,0.0,122101.37
133,8,5327.0,0.0,0.0,90147.34
133,9,7537.0,0.0,0.0,127909.12
133,10,2821.0,0.0,0.0,56570.242
133,11,5142.0,0.0,0.0,98436.16
133,12,5702.0,0.0,0.0,112007.9
133,13,6445.0,0.0,0.0,124335.53
134,0,373.0,0.0,1.0,26545.11
134,1,492.0,0.0,0.0,32601.762
134,2,452.0,0.0,0.0,32970.66
134,3,2619.0,0.0,0.0,53901.12
134,4,3748.0,0.0,0.0,78062.945
134,5,3022.0,0.0,0.0,50875.516
134,6,7532.0,0.0,0.0,141978.19
134,7,6692.0,0.0,0.0,122097.125
134,8,5327.0,0.0,0.0,90144.17
134,9,7537.0,0.0,0.0,127904.62
134,10,2821.0,0.0,0.0,56568.258
134,11,5142.0,0.0,0.0,98432.72
134,12,5702.0,0.0,0.0,112003.984
134,13,6445.0,0.0,0.0,124331.19
135,0,373.0,0.0,1.0,26542.93
135,1,492.0,0.0,0.0,32599.078
135,2,452.0,0.0,0.0,32967.96
135,3,2619.0,0.0,0.0,53897.832
135,4,3748.0,0.0,0.0,78058.266
135,5,3022.0,0.0,0.0,50872.438
135,6,7532.0,0.0,0.0,141972.44
135,7,6692.0,0.0,0.0,122092.875
135,8,5327.0,0.0,0.0,90141.0
135,9,7537.0,0.0,0.0,127900.125
135,10,2821.0,0.0,0.0,56566.27
135,11,5142.0,0.0,0.0,98429.27
135,12,5702.0,0.0,0.0,112000.06
135,13,6445.0,0.0,0.0,124326.84
136,0,373.0,0.0,1.0,26540.752
136,1,492.0,0.0,0.0,32596.39
136,2,452.0,0.0,0.0,32965.258
136,3,2619.0,0.0,0.0,53894.54
136,4,3748.0,0.0,0.0,78053.59
136,5,3022.0,0.0,0.0,50869.355
136,6,7532.0,0.0,0.0,141966.69
136,7,6692.0,0.0,0.0,122088.625
136,8,5327.0,0.0,0.0,90137.83
136,9,7537.0,0.0,0.0,127895.625
136,10,2821.0,0.0,0.0,56564.285
