scenario_sia,year,month,start_date,adm0_name,adm1_name,adm2_name
2,2025,3,2025-03-01,NIGERIA,BORNO,HAWUL
2,2025,3,2025-03-01,NIGERIA,BORNO,JERE
2,2025,3,2025-03-01,NIGERIA,BORNO,KAGA
2,2025,3,2025-03-01,NIGERIA,BORNO,KALA/BALGE
2,2025,3,2025-03-01,NIGERIA,BORNO,KONDUGA
2,2025,3,2025-03-01,NIGERIA,BORNO,KUKAWA
2,2025,3,2025-03-01,NIGERIA,BORNO,KWAYA KUSAR
2,2025,3,2025-03-01,NIGERIA,BORNO,MAFA
2,2025,3,2025-03-01,NIGERIA,BORNO,MAGUMERI
2,2025,3,2025-03-01,NIGERIA,BORNO,MAIDUGURI
2,2025,3,2025-03-01,NIGERIA,BORNO,MARTE
2,2025,3,2025-03-01,NIGERIA,BORNO,MOBBAR
2,2025,3,2025-03-01,NIGERIA,BORNO,MONGUNO
2,2025,3,2025-03-01,NIGERIA,BORNO,NGALA
2,2025,3,2025-03-01,NIGERIA,BORNO,NGANZAI
2,2025,3,2025-03-01,NIGERIA,BORNO,SHANI
2,2025,3,2025-03-01,NIGERIA,KANO,AJINGI
2,2025,3,2025-03-01,NIGERIA,KANO,ALBASU
