dot_name,lat,lon,prop_underwt,ADM0_NAME,ADM1_NAME,ADM2_NAME
AFRO:LIBERIA:MARYLAND:PLEEBO,4.544067929639267,-7.669929826838179,0.1396572967529297,LIBERIA,MARYLAND,PLEEBO
AFRO:LIBERIA:MARYLAND:BARROBO_WHOJAH,4.955961756206229,-8.008121111302742,0.15665870666503906,LIBERIA,MARYLAND,BARROBO_WHOJAH
AFRO:LIBERIA:MONTSERRADO:CAREYSBURG,6.425622573728705,-10.57887896366854,0.13875953946794783,LIBERIA,MONTSERRADO,CAREYSBURG
AFRO:LIBERIA:MONTSERRADO:COMMONWEALTH,6.310613584831123,-10.687812987937486,0.1236331590016683,LIBERIA,MONTSERRADO,COMMONWEALTH
AFRO:LIBERIA:MONTSERRADO:ST_PAUL_RIVER,6.509235865894531,-10.745138434139276,0.15456888008117675,LIBERIA,MONTSERRADO,ST_PAUL_RIVER
AFRO:LIBERIA:MONTSERRADO:TODEE,6.6285933884927415,-10.485352954914784,0.14423628858617835,LIBERIA,MONTSERRADO,TODEE
AFRO:LIBERIA:NIMBA:TAPPITA,6.436181434266908,-8.824018930758822,0.17199615705360485,LIBERIA,NIMBA,TAPPITA
AFRO:LIBERIA:NIMBA:ZOE_GEH,6.952840365551855,-8.552271301698275,0.1761802103982043,LIBERIA,NIMBA,ZOE_GEH
AFRO:LIBERIA:NIMBA:GBEHLAY_GEH,7.2313696460416645,-8.450042373268458,0.18283061541043796,LIBERIA,NIMBA,GBEHLAY_GEH
AFRO:LIBERIA:NIMBA:SACLEPEA_MAHN,6.980791534893073,-8.965335684415813,0.17755889203813338,LIBERIA,NIMBA,SACLEPEA_MAHN
AFRO:LIBERIA:NIMBA:SANNIQUELLEH_MAHN,7.359763475205409,-8.719191467459975,0.18372620234769932,LIBERIA,NIMBA,SANNIQUELLEH_MAHN
AFRO:LIBERIA:NIMBA:YARWEIN_MEHNSOHNNEH,6.596152444420775,-9.054840433418704,0.17295870264371235,LIBERIA,NIMBA,YARWEIN_MEHNSOHNNEH
AFRO:LIBERIA:RIVER_GEE:CHEDEPO,5.484063559814597,-8.003456004218767,0.17030538558959962,LIBERIA,RIVER_GEE,CHEDEPO
AFRO:LIBERIA:RIVER_GEE:GBEAPO,5.195796156327704,-7.974944781276743,0.16694720351177714,LIBERIA,RIVER_GEE,GBEAPO
AFRO:LIBERIA:RIVER_GEE:TIENPO,5.229093410657971,-8.140850488724643,0.1778750991821289,LIBERIA,RIVER_GEE,TIENPO
AFRO:LIBERIA:RIVER_GEE:WEBBO,4.98271577956184,-7.683807148232657,0.16402529692038514,LIBERIA,RIVER_GEE,WEBBO
AFRO:LIBERIA:RIVER_GEE:POTUPO,5.344189395939674,-7.804432272867793,0.16866917683528018,LIBERIA,RIVER_GEE,POTUPO
AFRO:LIBERIA:RIVER_GEE:SARBO,5.3090778493274655,-7.583762117809208,0.16869093791858572,LIBERIA,RIVER_GEE,SARBO
AFRO:LIBERIA:RIVERCESS:YARNIE,5.510989769541082,-9.346016814635721,0.1673475796835763,LIBERIA,RIVERCESS,YARNIE
AFRO:LIBERIA:RIVERCESS:CENTRAL_C,5.805511358436812,-9.312101453885322,0.16882929029918853,LIBERIA,RIVERCESS,CENTRAL_C
